,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
28634,28634,640.26105,-8.106316304,-6.866996456,Rural_Akatsi,19.6687,1132.2,-4.5,31.6,13.55,0.64,Sandy,5.302723115,0.1447878217,0.7,cassava,0.3807683129,0.5439547328
4203,4203,550.1966,-5.533565468,0.1602021433,Rural_Sokoto,4.556815,1140.7,-5.3,30.4,12.55,0.59,Loamy,6.551747124,0.8954210265,4.2,coffee,1.235160884,0.2940859248
28717,28717,643.5731,-2.073193064,-2.848880334,Rural_Kilimani,8.558539,835.6,-4.7,29.2,12.25,0.58,Sandy,6.197681923,0.2119182899,4,wheat,2.1658268,0.5414567
23974,23974,815.543,-9.998707463,0.6872420382,Rural_Sokoto,12.258586,2225.3,-1.9,30.9,14.5,0.7,Volcanic,5.438728331,0.2429613654,1.2,banana,0.7038953844,0.586579487
37536,37536,891.78705,-3.76733372,-3.033569528,Rural_Kilimani,14.453584,962.4,-2.3,30.6,14.15,0.61,Rocky,4.112636079,0.3203418848,0.9,tea,0.3458502577,0.3842780641
14766,14766,697.8736,-8.592931174,1.119685029,Rural_Sokoto,4.995788,1817.4,-3.3,30.6,13.65,0.64,Volcanic,5.717960171,0.05330776978,3.2,banana,1.987481212,0.6210878789
8858,8858,429.99054,-13.74744423,-6.835464154,Rural_Hawassa,8.3575735,1589.5,-6,32.8,13.4,0.64,Silt,7.120079286,7.12E-08,2.8,banana,1.01276285,0.3617010178
23842,23842,685.8484,-5.033433519,-1.321816023,Rural_Kilimani,6.060621,1066.7,-4.1,30.4,13.15,0.59,Sandy,5.059262962,0.879624371,4,wheat,0.9446521567,0.2361630392
19976,19976,748.73193,-3.172582213,-1.754259013,Rural_Kilimani,4.4622393,1120.4,-3.5,29.8,13.15,0.59,Sandy,5.303802645,0.40824182,3.5,wheat,1.306611969,0.3733177055
36796,36796,588.0439,-6.308544704,-6.83095954,Rural_Amanzi,55.831596,558.9,-5.4,31.5,13.05,0.71,Loamy,5.579933748,0.3397411914,1.5,potato,0.9847290362,0.6564860241
18004,18004,599.9333,-5.596645173,-0.9569422494,Rural_Kilimani,6.569351,1057.2,-4.9,30.9,13,0.59,Loamy,5.251308396,0.9124902204,3.4,cassava,1.808133469,0.5318039615
16188,16188,550.7121,-8.881295541,-6.952584131,Rural_Akatsi,19.57946,1318.4,-5.1,32.7,13.8,0.65,Silt,6.852969276,0.04419803711,0.5,wheat,0.283462615,0.56692523
7780,7780,843.92316,-3.4474295,-4.862443009,Rural_Kilimani,16.90366,635.3,-3.1,29.4,13.15,0.59,Rocky,5.03903468,0.1798101191,1,potato,0.5751384808,0.5751384808
40974,40974,267.84885,-12.64354939,-7.114750252,Rural_Akatsi,4.354822,1663.2,-7.4,31,11.8,0.63,Silt,6.459774396,0.0006633532247,2,rice,1.134674644,0.5673373221
25237,25237,672.37054,-7.732343766,-7.213851771,Rural_Akatsi,20.78105,1073.3,-4.2,29.6,12.7,0.64,Sandy,4.564399427,0.09791834554,1,wheat,0.3974636725,0.3974636725
19358,19358,780.80206,-6.132822668,-7.168805626,Rural_Amanzi,3.06406,762,-3.5,28.7,12.6,0.56,Sandy,5.651251562,0.4590528879,7.4,maize,3.245386131,0.4385656934
38025,38025,555.4281,-9.097568816,-6.641765731,Rural_Akatsi,7.6681643,1365.9,-5.1,31.2,13.05,0.62,Silt,6.574836554,0.04999002929,4,coffee,1.779402741,0.4448506852
29608,29608,551.2709,-1.185571497,-4.430000018,Rural_Kilimani,15.119989,444.5,-5.9,31.1,12.6,0.57,Loamy,4.902881278,0.02142708763,1.5,potato,0.9509609565,0.633973971
25320,25320,311.5105,-11.52613747,-8.452620755,Rural_Akatsi,5.781584,1774.1,-6.9,34,13.55,0.64,Silt,5.645830562,0.2837405162,3,banana,1.292384404,0.4307948012
9701,9701,850.3407,-3.834919118,-4.249815439,Rural_Kilimani,5.339332,702.4,-2.9,28.4,12.75,0.56,Rocky,5.439610349,0.202284464,2.8,potato,1.683931903,0.601404251
12929,12929,227.084,-11.14765924,-6.695821105,Rural_Hawassa,1.4730426,1595.7,-7.7,34.8,13.55,0.62,Silt,6.634528918,0.03581452997,12.9,wheat,6.619631422,0.5131497227
26778,26778,906.7465,-3.870964664,-4.177741607,Rural_Kilimani,5.5416074,770.4,-2.4,29.9,13.75,0.57,Rocky,6.094171774,0.2050559847,4.2,coffee,1.564033702,0.3723889766
491,491,637.8817,-4.064709473,-0.258727004,Rural_Kilimani,4.412978,1212.5,-4.4,28.9,12.25,0.6,Volcanic,4.539277343,0.6377877916,3.8,wheat,1.087103724,0.2860799274
26985,26985,797.641,-4.866722869,-5.321913687,Rural_Kilimani,41.290184,550,-3.6,30.3,13.35,0.66,Sandy,4.846455175,0.2992042904,1,tea,0.4664640306,0.4664640306
20477,20477,836.0396,-11.2377731,-0.3127823778,Rural_Sokoto,6.274521,2368.9,-1.5,31,14.75,0.69,Volcanic,5.131229563,0.3341388755,3.1,coffee,1.604164414,0.5174723915
20699,20699,582.618,-6.741091254,-3.857913979,Rural_Hawassa,0.9225057,697,-5.4,31.8,13.2,0.55,Loamy,5.389834887,0.1621254409,11.7,wheat,7.228436983,0.6178151268
18661,18661,784.91846,-5.312786499,-5.51561211,Rural_Kilimani,8.588254,559.4,-3.7,30.4,13.35,0.56,Sandy,5.589600515,0.309030212,4.1,maize,1.926632856,0.4699104527
32697,32697,790.9501,-4.943319654,-6.452571923,Rural_Kilimani,12.161272,563.1,-3.6,30,13.2,0.57,Sandy,6.261871528,0.3253002354,0.9,maize,0.4859354445,0.5399282717
25887,25887,612.6953,-14.20702494,-6.704830334,Rural_Hawassa,13.251208,1633.6,-4.2,30.3,13.05,0.66,Silt,7.17829282,9.71E-09,1.1,coffee,0.4208335569,0.3825759609
16196,16196,363.66614,-11.04402829,-6.443562694,Rural_Hawassa,16.559837,1708.8,-6.4,33.2,13.4,0.67,Silt,7.017576486,0.07593491403,0.9,banana,0.3402559654,0.3780621837
37152,37152,597.9269,-6.894284824,-2.569594236,Rural_Hawassa,13.210475,942.8,-5,29.9,12.45,0.6,Loamy,4.531269611,0.448199791,1.5,wheat,0.7174966975,0.4783311317
12354,12354,837.07324,-3.267201771,-7.718368594,Rural_Kilimani,19.559189,705.2,-3.1,30.1,13.5,0.61,Rocky,5.200684339,0.06937336694,1,potato,0.5837010227,0.5837010227
7497,7497,782.8984,-8.399186365,-0.601077705,Rural_Sokoto,1.1721563,1774.1,-2.6,28.9,13.15,0.63,Volcanic,4.514802712,0.1441110111,6.4,tea,5.071039115,0.7923498617
31332,31332,816.745,-1.834391322,-1.21820989,Rural_Kilimani,14.146632,1418.6,-2.6,28.3,12.85,0.64,Volcanic,3.939878888,0.08513292914,1.9,tea,1.115666988,0.5871931517
27581,27581,426.74414,-12.1704516,-9.218405218,Rural_Akatsi,2.3573933,1910.7,-5.7,33.6,13.95,0.64,Silt,6.130508902,0.01279997593,5.6,coffee,3.150748761,0.5626337073
16936,16936,529.3534,-1.113480405,-3.321864855,Rural_Kilimani,19.906994,655.4,-5.9,31.5,12.8,0.6,Loamy,5.947441194,0.03507833417,1.6,potato,1.058764753,0.6617279708
10445,10445,577.8433,-1.843402709,-4.569643068,Rural_Kilimani,0.5048988,437.4,-5.7,30.8,12.55,0.53,Loamy,5.230514006,0.06581113345,14.8,potato,9.879193219,0.6675130553
29039,29039,612.75665,-7.38991108,-4.380449259,Rural_Hawassa,6.142639,847.1,-5,33.5,14.25,0.58,Loamy,6.539548174,0.09677497737,2,coffee,0.9594624002,0.4797312001
4506,4506,829.1765,-2.064181677,-0.8758591886,Rural_Kilimani,3.8970358,1475,-2.4,31.5,14.55,0.62,Volcanic,5.408109848,0.1051320783,9.4,cassava,4.842694405,0.5151802558
31202,31202,609.39545,-1.550532649,-2.961495696,Rural_Kilimani,15.373157,806.1,-5,30.5,12.75,0.6,Loamy,6.316945465,0.0976647354,1.5,maize,1.014632169,0.6764214462
18985,18985,575.4879,-7.642229901,-1.925434364,Rural_Sokoto,11.095396,1200.7,-5,29.1,12.05,0.62,Loamy,5.037747651,0.4520721841,3.8,tea,2.323944797,0.6115644204
902,902,645.69366,-8.01620244,-6.907537986,Rural_Akatsi,14.014026,1082.9,-4.7,31.9,13.6,0.62,Sandy,6.135810884,0.1462193162,0.8,wheat,0.4132227943,0.5165284928
29716,29716,523.8055,-11.69735381,-9.538232846,Rural_Akatsi,9.416235,2037.5,-4.7,33,14.15,0.67,Silt,7.007201656,0.007361702027,4.3,coffee,2.23482437,0.5197265977
40953,40953,636.3934,-5.74533305,-0.4028746676,Rural_Sokoto,25.129019,1183.4,-4.4,29.6,12.6,0.66,Loamy,5.024137028,0.9568484427,0.5,tea,0.2216390122,0.4432780244
25245,25245,849.42377,-8.534357162,0.3223682648,Rural_Sokoto,14.179617,1921.3,-2,30.6,14.3,0.68,Volcanic,4.25407489,0.1128421213,1.7,tea,1.239001897,0.7288246452
6936,6936,675.06,-9.250762386,-2.727255743,Rural_Hawassa,26.37871,1669.3,-3.6,29.4,12.9,0.7,Volcanic,4.607928525,0.01409996737,0.6,tea,0.4936577164,0.8227628607
9254,9254,580.408,-2.465188375,-7.772423967,Rural_Kilimani,15.546648,435.6,-5.6,31.4,12.9,0.57,Loamy,4.765935374,0.04157592026,0.8,wheat,0.4686825722,0.5858532153
41223,41223,700.78827,-7.484530638,-0.03349627966,Rural_Sokoto,6.5893316,1529.9,-3.5,30.5,13.5,0.63,Volcanic,4.315559527,0.4406695752,4.2,tea,2.73037613,0.6500895548
21539,21539,843.43085,-4.99288228,-4.857938395,Rural_Kilimani,34.56532,628.7,-3.1,30.9,13.9,0.65,Sandy,5.120247375,0.2807878829,0.9,wheat,0.4249434321,0.472159369
44426,44426,703.3639,-2.920263392,-2.673200369,Rural_Kilimani,10.161645,884.2,-4.1,30.1,13,0.59,Sandy,6.057831589,0.3844083137,3.8,wheat,1.864675868,0.4907041757
14363,14363,771.5221,-3.551060445,-1.447945228,Rural_Kilimani,5.8452034,1185.4,-3.2,31.1,13.95,0.6,Sandy,5.116579574,0.5371876332,2.7,tea,1.144154279,0.4237608441
30211,30211,884.56696,-0.8881957431,-2.542566549,Rural_Kilimani,4.9443536,1252.9,-2,29.2,13.6,0.6,Volcanic,5.493269574,0.02524023533,2.4,cassava,1.340305309,0.5584605452
14000,14000,531.76196,-5.74533305,-0.749729983,Rural_Sokoto,3.7166696,1026.9,-5.5,32.4,13.45,0.58,Loamy,4.979553635,0.9233672467,8.2,cassava,4.011623203,0.4892223418
39992,39992,451.88055,-13.99075167,-6.898528757,Rural_Hawassa,4.6134925,1540.9,-5.8,31.3,12.75,0.62,Silt,6.395374723,2.20E-08,4.7,coffee,2.324235681,0.4945182301
34088,34088,361.3035,-11.53064316,-4.893975311,Rural_Hawassa,31.996075,1760.3,-6.4,34.4,14,0.72,Silt,5.734503192,0.007740496273,1.9,coffee,1.004041155,0.5284427134
40259,40259,508.7737,-9.570666606,-4.466036934,Rural_Hawassa,3.7721436,1472.8,-5.3,31.9,13.3,0.61,Peaty,5.765055717,0.01006263695,5.4,banana,2.901772338,0.5373652477
12527,12527,583.9858,-6.380635796,-2.056068184,Rural_Hawassa,15.034055,925.5,-5.2,30.4,12.6,0.61,Loamy,5.243893636,0.7182779637,2,potato,1.082827596,0.5414137981
28158,28158,811.352,-5.177615702,-4.993076829,Rural_Kilimani,20.572878,596.2,-3.4,32.5,14.55,0.6,Sandy,5.323790431,0.2916132381,0.9,wheat,0.4355784073,0.4839760081
40536,40536,455.03323,-12.35518502,-9.146331386,Rural_Akatsi,8.530732,1922.9,-5.4,33.6,14.1,0.66,Silt,6.435645607,0.008982928549,4.9,wheat,2.566026026,0.5236787808
11930,11930,795.3255,-11.00798275,-0.2226900881,Rural_Sokoto,6.823864,2313.5,-2,29,13.5,0.69,Volcanic,4.929841523,0.343600312,3.2,tea,2.091655893,0.6536424667
38171,38171,282.38907,-11.08457953,-6.357975019,Rural_Hawassa,6.561463,1628.6,-7.3,31.7,12.2,0.64,Silt,6.413184479,0.07462821137,2.9,wheat,1.477761833,0.5095730458
1157,1157,617.24634,-10.27806044,-1.344339095,Rural_Sokoto,21.472502,1979,-3.9,30.3,13.2,0.71,Silt,6.700210735,0.1446473398,1.7,banana,0.9620085775,0.5658873985
7142,7142,662.308,-5.826435528,-2.53355732,Rural_Hawassa,8.78469,846.4,-4.5,29.4,12.45,0.58,Sandy,6.111079788,0.4884593293,4,maize,1.757036245,0.4392590613
36125,36125,743.20953,-6.750102641,-7.150787168,Rural_Amanzi,8.028202,855.5,-3.8,30.8,13.5,0.58,Sandy,6.029083747,0.2984502787,2.5,wheat,1.299251478,0.5197005912
33587,33587,458.90036,-11.85505308,-9.173359073,Rural_Akatsi,5.955583,1953,-5.4,29.3,11.95,0.66,Silt,6.822110483,0.03325226854,4.3,banana,2.199257951,0.5114553374
1045,1045,827.1746,-7.930594268,0.4034513255,Rural_Sokoto,1.5939561,1783.5,-2.2,33.3,15.55,0.63,Volcanic,5.351926591,0.2173609901,9.3,tea,7.20857187,0.7751152548
20797,20797,494.1241,-10.11585549,-7.821974727,Rural_Akatsi,20.050112,1706,-5.3,32.8,13.75,0.68,Silt,5.896351743,0.05815776764,1.3,banana,0.6609714065,0.5084395435
35575,35575,758.30975,-1.419867545,-2.853384948,Rural_Kilimani,4.21193,998.5,-3.5,29.2,12.85,0.58,Sandy,5.31400004,0.07899032295,3.4,cassava,2.008941424,0.5908651248
14148,14148,845.997,-2.618381945,-0.9299145625,Rural_Kilimani,0.563239,1427.9,-2.3,30.7,14.2,0.6,Volcanic,4.375807855,0.2130161657,12.4,tea,7.875478295,0.6351192173
1285,1285,606.5477,-6.605920457,-2.673200369,Rural_Hawassa,4.704784,875.8,-5,34,14.5,0.57,Loamy,6.491490056,0.4626642642,4.9,coffee,1.925281947,0.3929146831
18716,18716,612.94806,-6.146339748,-2.731760357,Rural_Hawassa,20.550867,806.6,-4.9,30.5,12.8,0.62,Loamy,6.20123944,0.4680051727,1.7,wheat,1.071397013,0.6302335373
18181,18181,407.78644,-11.02600552,-7.330971748,Rural_Hawassa,1.3487864,1780,-6,35.2,14.6,0.63,Silt,6.322929364,0.03252785518,12.8,banana,6.357946948,0.4967146053
27911,27911,741.06775,-3.100491121,-4.123686233,Rural_Kilimani,4.8853006,630.3,-4,27.6,11.8,0.55,Sandy,6.509249332,0.1831986093,4,maize,2.28283135,0.5707078374
35296,35296,549.1207,-10.43125401,-7.686836292,Rural_Akatsi,14.809116,1830.9,-4.6,32.5,13.95,0.68,Silt,7.040317245,0.03637368299,0.7,wheat,0.3530284934,0.5043264192
11762,11762,685.47974,-8.128844771,-3.763317074,Rural_Hawassa,6.625833,1209.8,-4,30.6,13.3,0.6,Volcanic,5.554104694,0.03673578334,4.1,cassava,2.12505681,0.5183065389
24470,24470,855.9092,-3.253684691,-2.416437343,Rural_Kilimani,4.2095394,1081.7,-2.6,28.7,13.05,0.59,Rocky,6.113369335,0.4148305915,4.9,coffee,1.516029102,0.3093936943
40851,40851,416.6352,-11.86857016,-9.033716024,Rural_Akatsi,7.790882,1908.8,-5.8,33.1,13.65,0.66,Silt,6.867443809,0.05615206505,4.9,coffee,2.59723982,0.5300489428
34169,34169,603.8788,-10.14288965,-2.159674317,Rural_Sokoto,18.503794,1881.2,-4.1,31.5,13.7,0.69,Silt,6.609662001,0.1747282126,0.8,wheat,0.4232511793,0.5290639742
31686,31686,664.8781,-6.313050397,-7.475119411,Rural_Amanzi,6.196382,714.1,-4.6,29.4,12.4,0.57,Sandy,6.241154693,0.460070726,3.7,potato,1.835540096,0.4960919179
42058,42058,693.7427,-9.22823392,0.0791190825,Rural_Sokoto,28.004822,1920.1,-3.3,29.7,13.2,0.72,Volcanic,4.894248409,0.1982506739,0.9,tea,0.7633669833,0.848185537
6072,6072,796.5412,-1.618118047,-0.9929791653,Rural_Kilimani,23.671692,1467.5,-2.7,28.6,12.95,0.68,Volcanic,5.423996802,0.05712817612,1.8,cassava,0.9563105634,0.5312836463
3169,3169,644.8795,-1.136008871,-3.164203348,Rural_Kilimani,4.4445987,814.2,-4.7,30.5,12.9,0.57,Sandy,6.375971741,0.04008119586,3.7,wheat,2.144765453,0.5796663385
24421,24421,801.5376,-3.569083218,-3.357901771,Rural_Kilimani,5.8799176,811,-3.3,30.1,13.4,0.57,Sandy,6.390190832,0.2945985142,2.5,coffee,0.8719810756,0.3487924303
28814,28814,708.3832,-6.069742963,-6.029138161,Rural_Amanzi,24.691484,585.2,-4.3,26.8,11.25,0.61,Sandy,5.812109455,0.2644577708,1.7,potato,1.023917991,0.6023047007
42546,42546,893.95514,-4.425164932,-3.49754482,Rural_Kilimani,7.7293687,852.9,-2.4,26.5,12.05,0.58,Rocky,5.765265415,0.2125908126,4.5,wheat,2.450780994,0.5446179986
39737,39737,862.20105,-8.16939601,-0.8893730321,Rural_Sokoto,2.9403467,1771.2,-1.9,30.4,14.25,0.63,Volcanic,5.768450957,0.2119783223,13.1,coffee,7.133051737,0.5445077662
19756,19756,660.35614,-5.488508535,-0.5064808007,Rural_Kilimani,9.149657,1181.8,-4.2,28.6,12.2,0.61,Sandy,5.807159137,0.9140182712,2.3,wheat,0.6688193805,0.290791035
29350,29350,626.89264,-9.503081207,-2.754283429,Rural_Hawassa,14.738114,1691,-4.1,33.2,14.55,0.67,Silt,6.570840231,0.01730040997,1.8,coffee,0.8393252171,0.4662917873
20021,20021,756.4177,-2.830149527,-3.299341782,Rural_Kilimani,27.392643,809,-3.7,30.3,13.3,0.64,Sandy,5.344196149,0.3069156034,1.2,cassava,0.6493779465,0.5411482887
13946,13946,754.4211,-2.676955957,-6.21833197,Rural_Kilimani,13.816388,503.7,-4,27.4,11.7,0.57,Sandy,5.604002291,0.3282021266,1.9,potato,1.13938233,0.5996749105
22234,22234,893.3591,-4.393625079,-5.439033663,Rural_Kilimani,17.771387,637,-2.6,29.7,13.55,0.6,Rocky,5.146871731,0.2712181565,0.8,potato,0.4596110641,0.5745138301
21495,21495,505.9174,-5.614667946,-1.551551362,Rural_Hawassa,1.0670033,855.8,-5.9,31.7,12.9,0.56,Loamy,5.701086662,0.8898857213,8.1,potato,4.181530671,0.5162383545
29347,29347,369.227,-12.16594591,-8.952632963,Rural_Akatsi,8.603405,1844.8,-6.3,31.7,12.7,0.66,Silt,6.479150156,0.03578606733,4.6,banana,2.261736237,0.4916817907
5055,5055,756.19495,-4.623415434,-7.655303991,Rural_Kilimani,4.4964805,634.9,-3.9,29.6,12.85,0.55,Sandy,6.720204087,0.3666331074,4.1,potato,1.989134422,0.4851547371
9786,9786,618.13446,-10.03024732,-9.186872916,Rural_Akatsi,3.015159,1919.9,-3.9,31.5,13.8,0.65,Silt,5.586877029,0.1689439667,6.6,banana,3.781360008,0.5729333346
15694,15694,680.9527,-8.809204449,-1.502000602,Rural_Sokoto,20.149298,1680.4,-3.6,32.3,14.35,0.68,Volcanic,3.870591221,0.07287983784,0.9,tea,0.6411113709,0.7123459676
5343,5343,746.78735,-10.29608322,-0.3217916068,Rural_Sokoto,14.723631,2186.7,-2.4,28.3,12.95,0.7,Volcanic,4.432267937,0.3698604592,0.9,tea,0.602436054,0.6693733933
8672,8672,590.03766,-1.203594269,-3.155194119,Rural_Kilimani,36.859715,756.2,-5.3,29.2,11.95,0.66,Loamy,4.63527572,0.04657455221,0.8,wheat,0.4681768925,0.5852211156
17265,17265,758.492,-9.868042359,-0.592068476,Rural_Sokoto,18.024942,2093.2,-2.5,31.9,14.7,0.71,Volcanic,3.997786569,0.2702279292,1.4,tea,0.9044495587,0.6460353991
15871,15871,625.35126,-9.025477724,-1.006493009,Rural_Sokoto,26.947735,1753.3,-3.8,28.7,12.45,0.71,Silt,5.373450815,0.08387756648,0.6,banana,0.3016457448,0.502742908
34596,34596,739.2468,-5.182121395,-1.839846689,Rural_Hawassa,15.459135,1024.6,-3.7,29.9,13.1,0.62,Sandy,4.629013897,0.7695745009,1.2,tea,0.4088787952,0.3407323293
2276,2276,473.91718,-9.768917108,-2.893926479,Rural_Hawassa,7.0709844,1594.8,-5.5,33.2,13.85,0.63,Silt,7.121650174,0.01137231435,3.4,wheat,1.70573576,0.5016869882
7745,7745,720.31165,-10.78720378,-0.4479208124,Rural_Sokoto,13.024305,2204.5,-2.8,31.5,14.35,0.7,Volcanic,4.006024066,0.3465819318,2,tea,1.231662147,0.6158310737
9931,9931,590.7398,-5.659724878,-0.6371146209,Rural_Kilimani,7.392705,1099.5,-4.9,28.2,11.65,0.6,Loamy,5.330676779,0.9266404558,3.6,potato,1.790718642,0.4974218451
3502,3502,392.0213,-11.1701877,-5.227316783,Rural_Hawassa,24.490051,1745.9,-6.1,30.9,12.4,0.7,Silt,5.263522329,0.02257501689,2,wheat,0.8090654608,0.4045327304
37827,37827,503.56522,-10.34114015,-5.812916666,Rural_Hawassa,4.6268344,1688.1,-5.2,32,13.4,0.63,Silt,5.600751323,0.2709304818,3.9,cassava,1.608525936,0.4124425476
26977,26977,424.03534,-12.22001423,-5.488584423,Rural_Hawassa,7.015338,1847.7,-5.8,32.5,13.35,0.65,Silt,6.202029589,0.0001864695164,2.1,coffee,1.155076181,0.5500362769
40985,40985,722.6521,-6.209419453,-7.916571631,Rural_Amanzi,11.741536,816.9,-4,29.6,12.8,0.59,Sandy,5.83511538,0.3018200681,3.3,maize,1.55902869,0.4724329363
17080,17080,805.5845,-4.51978449,-1.506505217,Rural_Kilimani,9.9036,1163.2,-2.9,31.9,14.5,0.61,Sandy,6.275520683,0.7753790111,4.4,cassava,2.13085301,0.4842847751
11778,11778,723.5189,-8.124339077,-4.249815439,Rural_Hawassa,34.410034,1209,-3.6,30,13.2,0.69,Volcanic,5.68292366,0.04332924638,1.2,coffee,0.6321188044,0.5267656703
13852,13852,769.87415,-8.511828696,-2.110123558,Rural_Hawassa,5.188536,1617.7,-2.8,29.5,13.35,0.63,Volcanic,5.570726464,0.1044880939,2.2,coffee,1.170530128,0.5320591491
40660,40660,916.88007,-4.411647852,-4.619193827,Rural_Kilimani,32.57199,716,-2.3,28.6,13.15,0.65,Sandy,6.048513567,0.2399093719,1,wheat,0.5823383385,0.5823383385
35446,35446,737.14197,-3.76733372,-5.047132203,Rural_Kilimani,7.422034,501.2,-4.1,30.6,13.25,0.55,Sandy,5.759184287,0.2083281223,2.6,potato,1.578814143,0.6072362088
26859,26859,820.5373,-4.884745642,-5.601199785,Rural_Kilimani,15.880933,568.3,-3.3,30.6,13.65,0.58,Sandy,5.75886399,0.3042206802,1.7,wheat,0.898364244,0.5284495553
33940,33940,669.18536,-5.862481074,-2.529052705,Rural_Hawassa,8.175737,858.2,-4.4,30.6,13.1,0.58,Sandy,5.307780792,0.4938254242,2.9,cassava,1.472572664,0.5077836774
21358,21358,805.1769,-6.101282815,0.7863435569,Rural_Sokoto,11.884986,1469.2,-2.7,30.3,13.8,0.64,Volcanic,4.712738724,0.6993187353,0.9,tea,0.4646578623,0.5162865137
35005,35005,604.6558,-6.632954617,-3.821877063,Rural_Hawassa,16.419188,700.6,-5.2,31.1,12.95,0.6,Loamy,4.693958392,0.1894901531,1.6,maize,0.8632103753,0.5395064845
17859,17859,685.8169,-9.417473036,-1.695699025,Rural_Sokoto,1.8783784,1828.1,-3.4,29.4,13,0.64,Volcanic,4.668847188,0.1054480791,12.1,banana,5.849026469,0.4833906173
18086,18086,430.17526,-12.20649715,-9.285974435,Rural_Akatsi,6.3020167,1925.7,-5.5,31,12.75,0.66,Silt,6.673520176,0.008240840958,2.6,banana,1.337300529,0.5143463575
31319,31319,334.92776,-11.85505308,-5.402996748,Rural_Hawassa,7.2739635,1733.8,-6.8,33.5,13.35,0.65,Silt,6.833753212,0.001471181588,3.5,banana,1.420653418,0.4059009767
16851,16851,881.90784,-2.663438877,-8.1868485,Rural_Kilimani,17.342276,808,-2.6,28.5,12.95,0.61,Rocky,4.564399001,0.02210093583,0.7,potato,0.3522900398,0.5032714854
32632,32632,249.61896,-12.67508924,-7.40304558,Rural_Akatsi,10.043031,1644.7,-7.5,33.4,12.95,0.65,Silt,6.906519852,0.002193144043,4.6,rice,2.279299109,0.4954998064
33499,33499,666.52606,-6.524817979,-7.394036351,Rural_Amanzi,12.717021,750.9,-4.6,31.7,13.55,0.59,Sandy,5.393194153,0.4060672177,0.7,maize,0.2754035277,0.393433611
23081,23081,683.19885,-7.826963324,-6.866996456,Rural_Akatsi,12.5471525,1082.4,-4.1,31.8,13.85,0.61,Sandy,6.285417944,0.172851327,1.7,wheat,0.9022338991,0.530725823
41676,41676,533.6295,-5.857975381,-0.7767576699,Rural_Sokoto,5.2735085,1033.1,-5.5,32.4,13.45,0.59,Loamy,5.633763756,0.923018039,4.9,cassava,2.721529855,0.5554142562
5102,5102,619.6792,-5.506531308,-1.371366782,Rural_Kilimani,24.681633,1001.8,-4.8,31.5,13.35,0.64,Loamy,5.807455341,0.9081394218,1.4,wheat,0.6427567804,0.459111986
21565,21565,533.61346,-10.56191912,-7.66431322,Rural_Akatsi,8.472854,1841.9,-4.8,31.3,13.25,0.66,Silt,6.281601827,0.0370183521,4.3,coffee,2.236268698,0.520062488
36851,36851,631.7365,-8.354129432,-6.916547215,Rural_Akatsi,6.8197055,1213.5,-4.5,30,12.75,0.6,Peaty,4.420848531,0.1012207927,4.3,cassava,1.748520561,0.4066326886
23701,23701,504.66562,-5.808412755,-1.578579049,Rural_Hawassa,3.9855638,863.8,-5.9,30.7,12.4,0.57,Loamy,6.223925057,0.8820612978,13.8,wheat,7.015640905,0.5083797757
23823,23823,673.5044,-7.795423471,-2.866898792,Rural_Hawassa,10.524022,1205.2,-4.1,26.6,11.25,0.62,Volcanic,4.823094829,0.1545433328,3.9,tea,2.820247459,0.7231403742
43621,43621,799.6236,-8.259509874,-0.1506162563,Rural_Sokoto,35.132687,1795.6,-2.4,27.5,12.55,0.74,Volcanic,4.057018008,0.1649214458,0.7,tea,0.5040751279,0.7201073256
17126,17126,697.2078,-6.718562788,-6.966097974,Rural_Amanzi,9.419055,779.7,-4.3,31,13.35,0.58,Sandy,5.291005186,0.2844331769,4.7,wheat,2.059286446,0.4381460524
36842,36842,262.0624,-13.35094323,-7.330971748,Rural_Hawassa,6.660105,1530.3,-7.5,33.7,13.1,0.63,Silt,6.619819082,1.39E-05,4.9,wheat,2.550884585,0.5205886909
409,409,889.0672,-1.721748991,-1.245237577,Rural_Kilimani,7.879098,1500.3,-1.9,30.4,14.25,0.63,Volcanic,5.295587185,0.07297547394,2.1,tea,1.414143918,0.6734018656
9192,9192,814.2005,-3.393361181,-2.920954165,Rural_Kilimani,1.2808384,921.3,-3.1,28.8,12.85,0.57,Sandy,5.641761961,0.3714431062,8.7,cassava,5.05219078,0.5807115839
25586,25586,398.6648,-13.94118904,-7.150787168,Rural_Hawassa,5.829553,1498.9,-6.3,32.5,13.1,0.62,Silt,7.489643531,3.50E-08,3.7,rice,1.970430894,0.5325488903
24234,24234,662.8209,-9.399450263,-0.9389237914,Rural_Sokoto,2.0493312,1865,-3.6,27.9,12.15,0.64,Volcanic,5.268981618,0.1205228577,7.1,banana,4.072153822,0.5735427919
957,957,707.92834,-8.273026954,-7.691340907,Rural_Akatsi,8.187299,1340.6,-3.7,31,13.65,0.62,Volcanic,4.949935026,0.05804782096,3.6,cassava,1.578627157,0.4385075436
25153,25153,644.1675,-10.21498074,-9.394085183,Rural_Akatsi,21.640865,2002.3,-3.6,31.5,13.95,0.71,Volcanic,4.685457261,0.1120043071,1.6,tea,1.354014605,0.8462591283
